LÍNIA,DESCRIPCIÓ LÍNIA,PARADA,LOCALITZACIÓ,TIPUS DE DIA,SENTIT,ORDRE,HORES DE SORTIDA
L-20,Can Bassa - Can Mònic - Bellavista,Verdaguer,"(41.614747, 2.290738)",Laborable Agost,Anada Can Mònic - Bellavista,11,06:50;7:20;7:50;8:20;8:50;9:20;9:50;10:20;10:50;11:20;11:50;12:20;12:50;13:20;13:50;14:20;14:50;15:20;15:50;16:20;16:50;17:20;17:50;18:20;18:50;19:20;19:50;20:20;20:50;21:20;21:50
L-20,Can Bassa - Can Mònic - Bellavista,Lledoner,"(41.618911, 2.292032)",Laborable Agost,Anada Can Mònic - Bellavista,12,06:52;7:22;7:52;8:22;8:52;9:22;9:52;10:22;10:52;11:22;11:52;12:22;12:52;13:22;13:52;14:22;14:52;15:22;15:52;16:22;16:52;17:22;17:52;18:22;18:52;19:22;19:52;20:22;20:52;21:22;21:52
L-20,Can Bassa - Can Mònic - Bellavista,Ronda Nord,"(41.621811, 2.292915)",Laborable Agost,Anada Can Mònic - Bellavista,13,06:53;7:23;7:53;8:23;8:53;9:23;9:53;10:23;10:53;11:23;11:53;12:23;12:53;13:23;13:53;14:23;14:53;15:23;15:53;16:23;16:53;17:23;17:53;18:23;18:53;19:23;19:53;20:23;20:53;21:23;21:53
L-20,Can Bassa - Can Mònic - Bellavista,Can Mònic,"(41.620629, 2.29399)",Laborable Agost,Anada Can Mònic - Bellavista,14,06:54;7:24;7:54;8:24;8:54;9:24;9:54;10:24;10:54;11:24;11:54;12:24;12:54;13:24;13:54;14:24;14:54;15:24;15:54;16:24;16:54;17:24;17:54;18:24;18:54;19:24;19:54;20:24;20:54;21:24;21:54
L-20,Can Bassa - Can Mònic - Bellavista,Girona - CAP,"(41.618014, 2.29308)",Laborable Agost,Anada Can Mònic - Bellavista,15,06:56;7:26;7:56;8:26;8:56;9:26;9:56;10:26;10:56;11:26;11:56;12:26;12:56;13:26;13:56;14:26;14:56;15:26;15:56;16:26;16:56;17:26;17:56;18:26;18:56;19:26;19:56;20:26;20:56;21:26;21:56
L-20,Can Bassa - Can Mònic - Bellavista,Plaça Espanya,"(41.616976, 2.294763)",Laborable Agost,Anada Can Mònic - Bellavista,16,06:58;7:28;7:58;8:28;8:58;9:28;9:58;10:28;10:58;11:28;11:58;12:28;12:58;13:28;13:58;14:28;14:58;15:28;15:58;16:28;16:58;17:28;17:58;18:28;18:58;19:28;19:58;20:28;20:58;21:28;21:58
L-20,Can Bassa - Can Mònic - Bellavista,Plaça de l'Esbarjo,"(41.618511, 2.29811)",Laborable Agost,Anada Can Mònic - Bellavista,17,7:00;7:30;8:00;8:30;9:00;9:30;10:00;10:30;11:00;11:30;12:00;12:30;13:00;13:30;14:00;14:30;15:00;15:30;16:00;16:30;17:00;17:30;18:00;18:30;19:00;19:30;20:00;20:30;21:00;21:30;22:00
L-20,Can Bassa - Can Mònic - Bellavista,Barcelona,"(41.619175, 2.301108)",Laborable Agost,Anada Can Mònic - Bellavista,18,7:01;7:31;8:01;8:31;9:01;9:31;10:01;10:31;11:01;11:31;12:01;12:31;13:01;13:31;14:01;14:31;15:01;15:31;16:01;16:31;17:01;17:31;18:01;18:31;19:01;19:31;20:01;20:31;21:01;21:31;22:01
L-20,Can Bassa - Can Mònic - Bellavista,Astúries,"(41.621987, 2.301075)",Laborable Agost,Anada Can Mònic - Bellavista,19,7:02;7:32;8:02;8:32;9:02;9:32;10:02;10:32;11:02;11:32;12:02;12:32;13:02;13:32;14:02;14:32;15:02;15:32;16:02;16:32;17:02;17:32;18:02;18:32;19:02;19:32;20:02;20:32;21:02;21:32;22:02
L-20,Can Bassa - Can Mònic - Bellavista,Andalusia,"(41.622604, 2.299714)",Laborable Agost,Anada Can Mònic - Bellavista,20,7:03;7:33;8:03;8:33;9:03;9:33;10:03;10:33;11:03;11:33;12:03;12:33;13:03;13:33;14:03;14:33;15:03;15:33;16:03;16:33;17:03;17:33;18:03;18:33;19:03;19:33;20:03;20:33;21:03;21:33;22:03
L-20,Can Bassa - Can Mònic - Bellavista,Bellavista - Plaça Major,"(41.619822, 2.297894)",Laborable Agost,Anada Can Mònic - Bellavista,21,7:05;7:35;8:05;8:35;9:05;9:35;10:05;10:35;11:05;11:35;12:05;12:35;13:05;13:35;14:05;14:35;15:05;15:35;16:05;16:35;17:05;17:35;18:05;18:35;19:05;19:35;20:05;20:35;21:05;21:35;22:05
L-20,Can Bassa - Can Mònic - Bellavista,Bellavista - Plaça Major,"(41.619822, 2.297894)",Laborable Agost,Tornada Can Bassa,1,06:35;7:05;7:35;8:05;8:35;9:05;9:35;10:05;10:35;11:05;11:35;12:05;12:35;13:05;13:35;14:05;14:35;15:05;15:35;16:05;16:35;17:05;17:35;18:05;18:35;19:05;19:35;20:05;20:35;21:05;21:35
L-20,Can Bassa - Can Mònic - Bellavista,Cardedeu,"(41.618177, 2.295998)",Laborable Agost,Tornada Can Bassa,2,06:36;7:06;7:36;8:06;8:36;9:06;9:36;10:06;10:36;11:06;11:36;12:06;12:36;13:06;13:36;14:06;14:36;15:06;15:36;16:06;16:36;17:06;17:36;18:06;18:36;19:06;19:36;20:06;20:36;21:06;21:36
L-20,Can Bassa - Can Mònic - Bellavista,Plaça Espanya,"(41.616976, 2.294763)",Laborable Agost,Tornada Can Bassa,3,06:38;7:08;7:38;8:08;8:38;9:08;9:38;10:08;10:38;11:08;11:38;12:08;12:38;13:08;13:38;14:08;14:38;15:08;15:38;16:08;16:38;17:08;17:38;18:08;18:38;19:08;19:38;20:08;20:38;21:08;21:38
L-20,Can Bassa - Can Mònic - Bellavista,Geriàtric,"(41.615569, 2.29496)",Laborable Agost,Tornada Can Bassa,4,06:39;7:09;7:39;8:09;8:39;9:09;9:39;10:09;10:39;11:09;11:39;12:09;12:39;13:09;13:39;14:09;14:39;15:09;15:39;16:09;16:39;17:09;17:39;18:09;18:39;19:09;19:39;20:09;20:39;21:09;21:39
L-20,Can Bassa - Can Mònic - Bellavista,Hospital,"(41.613365, 2.294314)",Laborable Agost,Tornada Can Bassa,5,06:40;7:10;7:40;8:10;8:40;9:10;9:40;10:10;10:40;11:10;11:40;12:10;12:40;13:10;13:40;14:10;14:40;15:10;15:40;16:10;16:40;17:10;17:40;18:10;18:40;19:10;19:40;20:10;20:40;21:10;21:40
L-20,Can Bassa - Can Mònic - Bellavista,Minetes,"(41.612810000000003, 2.2916409999999998)",Laborable Agost,Tornada Can Bassa,6,06:42;7:12;7:42;8:12;8:42;9:12;9:42;10:12;10:42;11:12;11:42;12:12;12:42;13:12;13:42;14:12;14:42;15:12;15:42;16:12;16:42;17:12;17:42;18:12;18:42;19:12;19:42;20:12;20:42;21:12;21:42
L-20,Can Bassa - Can Mònic - Bellavista,Enginyer,"(41.609825999999998, 2.2907160000000002)",Laborable Agost,Tornada Can Bassa,7,06:44;7:14;7:44;8:14;8:44;9:14;9:44;10:14;10:44;11:14;11:44;12:14;12:44;13:14;13:44;14:14;14:44;15:14;15:44;16:14;16:44;17:14;17:44;18:14;18:44;19:14;19:44;20:14;20:44;21:14;21:44
L-20,Can Bassa - Can Mònic - Bellavista,Centre - Estació Bus,"(41.607160999999998, 2.2907190000000002)",Laborable Agost,Tornada Can Bassa,8,06:45;7:15;7:45;8:15;8:45;9:15;9:45;10:15;10:45;11:15;11:45;12:15;12:45;13:15;13:45;14:15;14:45;15:15;15:45;16:15;16:45;17:15;17:45;18:15;18:45;19:15;19:45;20:15;20:45;21:15;21:45
L-20,Can Bassa - Can Mònic - Bellavista,Bisbe Grivé,"(41.603881000000001, 2.2904409999999999)",Laborable Agost,Tornada Can Bassa,9,06:47;7:17;7:47;8:17;8:47;9:17;9:47;10:17;10:47;11:17;11:47;12:17;12:47;13:17;13:47;14:17;14:47;15:17;15:47;16:17;16:47;17:17;17:47;18:17;18:47;19:17;19:47;20:17;20:47;21:17;21:47
L-20,Can Bassa - Can Mònic - Bellavista,ONCE,"(41.601818000000002, 2.2903739999999999)",Laborable Agost,Tornada Can Bassa,10,06:48;7:18;7:48;8:18;8:48;9:18;9:48;10:18;10:48;11:18;11:48;12:18;12:48;13:18;13:48;14:18;14:48;15:18;15:48;16:18;16:48;17:18;17:48;18:18;18:48;19:18;19:48;20:18;20:48;21:18;21:48
L-20,Can Bassa - Can Mònic - Bellavista,Estació de França - Marquesina B,"(41.599580000000003, 2.2905980000000001)",Laborable Agost,Tornada Can Bassa,11,06:49;7:19;7:49;8:19;8:49;9:19;9:49;10:19;10:49;11:19;11:49;12:19;12:49;13:19;13:49;14:20;14:49;15:19;15:49;16:19;16:49;17:19;17:49;18:19;18:49;19:19;19:49;20:19;20:49;21:19;21:49
L-20,Can Bassa - Can Mònic - Bellavista,Colom,"(41.600093999999999, 2.2880859999999998)",Laborable Agost,Tornada Can Bassa,12,06:51;7:21;7:51;8:21;8:51;9:21;9:51;10:21;10:51;11:21;11:51;12:21;12:51;13:21;13:51;14:21;14:51;15:21;15:51;16:21;16:51;17:21;17:51;18:21;18:51;19:21;19:51;20:21;20:51;21:21;21:51
L-20,Can Bassa - Can Mònic - Bellavista,Palau d'Esports,"(41.599091000000001, 2.2869709999999999)",Laborable Agost,Tornada Can Bassa,13,06:52;7:22;7:52;8:22;8:52;9:22;9:52;10:22;10:52;11:22;11:52;12:22;12:52;13:22;13:52;14:22;14:52;15:22;15:52;16:22;16:52;17:22;17:52;18:22;18:52;19:22;19:52;20:22;20:52;21:22;21:52
L-20,Can Bassa - Can Mònic - Bellavista,L'Arbeca,"(41.596257000000001, 2.286362)",Laborable Agost,Tornada Can Bassa,14,06:53;7:23;7:53;8:23;8:53;9:23;9:53;10:23;10:53;11:23;11:53;12:23;12:53;13:23;13:53;14:23;14:53;15:23;15:53;16:23;16:53;17:23;17:53;18:23;18:53;19:23;19:53;20:23;20:53;21:23;21:53
L-20,Can Bassa - Can Mònic - Bellavista,Avinguda Europa,"(41.594535999999998, 2.2848899999999999)",Laborable Agost,Tornada Can Bassa,15,06:54;7:24;7:54;8:24;8:54;9:24;9:54;10:24;10:54;11:24;11:54;12:24;12:54;13:24;13:54;14:24;14:54;15:24;15:54;16:24;16:54;17:24;17:54;18:24;18:54;19:24;19:54;20:24;20:54;21:24;21:54
L-20,Can Bassa - Can Mònic - Bellavista,Camí Ral,"(41.591591000000001, 2.2837339999999999)",Laborable Agost,Tornada Can Bassa,16,06:55;7:25;7:55;8:25;8:55;9:25;9:55;10:25;10:55;11:25;11:55;12:25;12:55;13:25;13:55;14:25;14:55;15:25;15:55;16:25;16:55;17:25;17:55;18:25;18:55;19:25;19:55;20:25;20:55;21:25;21:55
L-20,Can Bassa - Can Mònic - Bellavista,Palou,"(41.590341000000002, 2.2859099999999999)",Laborable Agost,Tornada Can Bassa,17,06:56;7:26;7:56;8:26;8:56;9:26;9:56;10:26;10:56;11:26;11:56;12:26;12:56;13:26;13:56;14:26;14:56;15:26;15:56;16:26;16:56;17:26;17:56;18:26;18:56;19:26;19:56;20:26;20:56;21:26;21:56
L-20,Can Bassa - Can Mònic - Bellavista,Can Bassa,"(41.591242999999999, 2.2872889999999999)",Laborable Agost,Tornada Can Bassa,18,06:57;7:27;7:57;8:27;8:57;9:27;9:57;10:27;10:57;11:27;11:57;12:27;12:57;13:27;13:57;14:27;14:57;15:27;15:57;16:27;16:57;17:27;17:57;18:27;18:57;19:27;19:57;20:27;20:57;21:27;21:57
L-21,Can Bassa - Can Mònic,Can Bassa,"(41.591243, 2.287289)",Laborable,Anada Can Mònic,1,06:30;7:00;7:30;8:00;8:30;9:00;9:30;10:00;10:30;11:00;11:30;12:00;12:30;13:00;13:30;14:00;14:30;15:00;15:30;16:00;16:30;17:00;17:30;18:00;18:30;19:00;19:30;20:00;20:30;21:00;21:30;22:00
L-21,Can Bassa - Can Mònic,La Fàbrica,"(41.593908, 2.28594)",Laborable,Anada Can Mònic,2,06:32;7:02;7:32;8:02;8:32;9:02;9:32;10:02;10:32;11:02;11:32;12:02;12:32;13:02;13:32;14:02;14:32;15:02;15:32;16:02;16:32;17:02;17:32;18:02;18:32;19:02;19:32;20:02;20:32;21:02;21:32;22:02
L-21,Can Bassa - Can Mònic,L'Arbeca,"(41.596257, 2.286362)",Laborable,Anada Can Mònic,3,06:33;7:03;7:33;8:03;8:33;9:03;9:33;10:03;10:33;11:03;11:33;12:03;12:33;13:03;13:33;14:03;14:33;15:03;15:33;16:03;16:33;17:03;17:33;18:03;18:33;19:03;19:33;20:03;20:33;21:03;21:33;22:03
L-21,Can Bassa - Can Mònic,Palau d'Esports,"(41.599091, 2.286971)",Laborable,Anada Can Mònic,4,06:34;7:04;7:34;8:04;8:34;9:04;9:34;10:04;10:34;11:04;11:34;12:04;12:34;13:04;13:34;14:04;14:34;15:04;15:34;16:04;16:34;17:04;17:34;18:04;18:34;19:04;19:34;20:04;20:34;21:04;21:34;22:04
L-21,Can Bassa - Can Mònic,Colom,"(41.600094, 2.288086)",Laborable,Anada Can Mònic,5,06:36;7:06;7:36;8:06;8:36;9:06;9:36;10:06;10:36;11:06;11:36;12:06;12:36;13:06;13:36;14:06;14:36;15:06;15:36;16:06;16:36;17:06;17:36;18:06;18:36;19:06;19:36;20:06;20:36;21:06;21:36;22:06
L-21,Can Bassa - Can Mònic,Estació de França - Marquesina A,"(41.600031, 2.290673)",Laborable,Anada Can Mònic,6,06:37;7:07;7:37;8:07;8:37;9:07;9:37;10:07;10:37;11:07;11:37;12:07;12:37;13:07;13:37;14:07;14:37;15:07;15:37;16:07;16:37;17:07;17:37;18:07;18:37;19:07;19:37;20:07;20:37;21:07;21:37;22:07
L-21,Can Bassa - Can Mònic,Foment,"(41.60301, 2.29058)",Laborable,Anada Can Mònic,7,06:38;7:08;7:38;8:08;8:38;9:08;9:38;10:08;10:38;11:08;11:38;12:08;12:38;13:08;13:38;14:08;14:38;15:08;15:38;16:08;16:38;17:08;17:38;18:08;18:38;19:08;19:38;20:08;20:38;21:08;21:38;22:08
L-21,Can Bassa - Can Mònic,Centre - Estació Bus,"(41.607161, 2.290719)",Laborable,Anada Can Mònic,8,06:39;7:09;7:39;8:09;8:39;9:09;9:39;10:09;10:39;11:09;11:39;12:09;12:39;13:09;13:39;14:09;14:39;15:09;15:39;16:09;16:39;17:09;17:39;18:09;18:39;19:09;19:39;20:09;20:39;21:09;21:39;22:09
L-21,Can Bassa - Can Mònic,Enginyer,"(41.609826, 2.290716)",Laborable,Anada Can Mònic,9,06:41;7:11;7:41;8:11;8:41;9:11;9:41;10:11;10:41;11:11;11:41;12:11;12:41;13:11;13:41;14:11;14:41;15:11;15:41;16:11;16:41;17:11;17:41;18:11;18:41;19:11;19:41;20:11;20:41;21:11;21:41;22:11
L-21,Can Bassa - Can Mònic,Minetes,"(41.61281, 2.291641)",Laborable,Anada Can Mònic,10,06:42;7:12;7:42;8:12;8:42;9:12;9:42;10:12;10:42;11:12;11:42;12:12;12:42;13:12;13:42;14:12;14:42;15:12;15:42;16:12;16:42;17:12;17:42;18:12;18:42;19:12;19:42;20:12;20:42;21:12;21:42;22:12
L-21,Can Bassa - Can Mònic,Verdaguer,"(41.614747, 2.290738)",Laborable,Anada Can Mònic,11,06:45;7:15;7:45;8:15;8:45;9:15;9:45;10:15;10:45;11:15;11:45;12:15;12:45;13:15;13:45;14:15;14:45;15:15;15:45;16:15;16:45;17:15;17:45;18:15;18:45;19:15;19:45;20:15;20:45;21:15;21:45;22:15
L-21,Can Bassa - Can Mònic,Lledoner,"(41.618911, 2.292032)",Laborable,Anada Can Mònic,12,06:46;7:16;7:46;8:16;8:46;9:16;9:46;10:16;10:46;11:16;11:46;12:16;12:46;13:16;13:46;14:16;14:46;15:16;15:46;16:16;16:46;17:16;17:46;18:16;18:46;19:16;19:46;20:16;20:46;21:16;21:46;22:16
L-21,Can Bassa - Can Mònic,Ronda Nord,"(41.621811, 2.292915)",Laborable,Anada Can Mònic,13,06:47;7:17;7:47;8:17;8:47;9:17;9:47;10:17;10:47;11:17;11:47;12:17;12:47;13:17;13:47;14:17;14:47;15:17;15:47;16:17;16:47;17:17;17:47;18:17;18:47;19:17;19:47;20:17;20:47;21:17;21:47;22:17
L-21,Can Bassa - Can Mònic,Can Mònic,"(41.620629, 2.29399)",Laborable,Anada Can Mònic,14,06:48;7:18;7:48;8:18;8:48;9:18;9:48;10:18;10:48;11:18;11:48;12:18;12:48;13:18;13:48;14:18;14:48;15:18;15:48;16:18;16:48;17:18;17:48;18:18;18:48;19:18;19:48;20:18;20:48;21:18;21:48;22:18
L-21,Can Bassa - Can Mònic,Girona - CAP,"(41.618014, 2.29308)",Laborable,Anada Can Mònic,15,06:49;7:19;7:49;8:19;8:49;9:19;9:49;10:19;10:49;11:19;11:49;12:19;12:49;13:19;13:49;14:19;14:49;15:19;15:49;16:19;16:49;17:19;17:49;18:19;18:49;19:19;19:49;20:19;20:49;21:19;21:49;22:19
L-21,Can Bassa - Can Mònic,Plaça d'Espanya,"(41.616976, 2.294763)",Laborable,Anada Can Mònic,16,06:50;7:20;7:50;8:20;8:50;9:20;9:50;10:20;10:50;11:20;11:50;12:20;12:50;13:20;13:50;14:20;14:50;15:20;15:50;16:20;16:50;17:20;17:50;18:20;18:50;19:20;19:50;20:20;20:50;21:20;21:50;22:20
L-21,Can Bassa - Can Mònic,Plaça d'Espanya,"(41.616976, 2.294763)",Laborable,Tornada Can Bassa,1,06:20;06:50;7:20;7:50;8:20;8:50;9:20;9:50;10:20;10:50;11:20;11:50;12:20;12:50;13:20;13:50;14:20;14:50;15:20;15:50;16:20;16:50;17:20;17:50;18:20;18:50;19:20;19:50;20:20;20:50;21:20;21:50;22:20
L-21,Can Bassa - Can Mònic,Geriàtric,"(41.615569, 2.29496)",Laborable,Tornada Can Bassa,2,06:21;06:51;7:21;7:51;8:21;8:51;9:21;9:51;10:21;10:51;11:21;11:51;12:21;12:51;13:21;13:51;14:21;14:51;15:21;15:51;16:21;16:51;17:21;17:51;18:21;18:51;19:21;19:51;20:21;20:51;21:21;21:51;22:21
L-21,Can Bassa - Can Mònic,Hospital,"(41.613365, 2.294314)",Laborable,Tornada Can Bassa,3,06:21;06:51;7:21;7:51;8:21;8:51;9:21;9:51;10:21;10:51;11:21;11:51;12:21;12:51;13:21;13:51;14:21;14:51;15:21;15:51;16:21;16:51;17:21;17:51;18:21;18:51;19:21;19:51;20:21;20:51;21:21;21:51;22:21
L-21,Can Bassa - Can Mònic,Minetes,"(41.612810000000003, 2.2916409999999998)",Laborable,Tornada Can Bassa,4,06:23;06:53;7:23;7:53;8:23;8:53;9:23;9:53;10:23;10:53;11:23;11:53;12:23;12:53;13:23;13:53;14:23;14:53;15:23;15:53;16:23;16:53;17:23;17:53;18:23;18:53;19:23;19:53;20:23;20:53;21:23;21:53;22:23
L-21,Can Bassa - Can Mònic,Enginyer,"(41.609825999999998, 2.2907160000000002)",Laborable,Tornada Can Bassa,5,06:25;06:55;7:25;7:55;8:25;8:55;9:25;9:55;10:25;10:55;11:25;11:55;12:25;12:55;13:25;13:55;14:25;14:55;15:25;15:55;16:25;16:55;17:25;17:55;18:25;18:55;19:25;19:55;20:25;20:55;21:25;21:55;22:25
L-21,Can Bassa - Can Mònic,Centre - Estació Bus,"(41.607160999999998, 2.2907190000000002)",Laborable,Tornada Can Bassa,6,06:27;06:57;7:27;7:57;8:27;8:57;9:27;9:57;10:27;10:57;11:27;11:57;12:27;12:57;13:27;13:57;14:27;14:57;15:27;15:57;16:27;16:57;17:27;17:57;18:27;18:57;19:27;19:57;20:27;20:57;21:27;21:57;22:27
L-21,Can Bassa - Can Mònic,Bisbe Grivé,"(41.603881000000001, 2.2904409999999999)",Laborable,Tornada Can Bassa,7,06:28;06:58;7:28;7:58;8:28;8:58;9:28;9:58;10:28;10:58;11:28;11:58;12:28;12:58;13:28;13:58;14:28;14:58;15:28;15:58;16:28;16:58;17:28;17:58;18:28;18:58;19:28;19:58;20:28;20:58;21:28;21:58;22:28
L-21,Can Bassa - Can Mònic,ONCE,"(41.601818000000002, 2.2903739999999999)",Laborable,Tornada Can Bassa,8,06:30;7:00;7:30;8:00;8:30;9:00;9:30;10:00;10:30;11:00;11:30;12:00;12:30;13:00;13:30;14:00;14:30;15:00;15:30;16:00;16:30;17:00;17:30;18:00;18:30;19:00;19:30;20:00;20:30;21:00;21:30;22:00;22:30
L-21,Can Bassa - Can Mònic,Estació de França - Marquesina B,"(41.599580000000003, 2.2905980000000001)",Laborable,Tornada Can Bassa,9,06:35;7:05;7:35;8:05;8:35;9:05;9:35;10:05;10:35;11:05;11:35;12:05;12:35;13:05;13:35;14:05;14:35;15:05;15:35;16:05;16:35;17:05;17:35;18:05;18:35;19:05;19:35;20:05;20:35;21:05;21:35;22:05;22:35
L-21,Can Bassa - Can Mònic,Colom,"(41.600093999999999, 2.2880859999999998)",Laborable,Tornada Can Bassa,10,06:36;7:06;7:36;8:06;8:36;9:06;9:36;10:06;10:36;11:06;11:36;12:06;12:36;13:06;13:36;14:06;14:36;15:06;15:36;16:06;16:36;17:06;17:36;18:06;18:36;19:06;19:36;20:06;20:36;21:06;21:36;22:06
L-21,Can Bassa - Can Mònic,Palau d'Esports,"(41.599091000000001, 2.2869709999999999)",Laborable,Tornada Can Bassa,11,06:37;7:07;7:37;8:07;8:37;9:07;9:37;10:07;10:37;11:07;11:37;12:07;12:37;13:07;13:37;14:07;14:37;15:07;15:37;16:07;16:37;17:07;17:37;18:07;18:37;19:07;19:37;20:07;20:37;21:07;21:37;22:07
L-21,Can Bassa - Can Mònic,L'Arbeca,"(41.596257000000001, 2.286362)",Laborable,Tornada Can Bassa,12,06:38;7:08;7:38;8:08;8:38;9:08;9:38;10:08;10:38;11:08;11:38;12:08;12:38;13:08;13:38;14:08;14:38;15:08;15:38;16:08;16:38;17:08;17:38;18:08;18:38;19:08;19:38;20:08;20:38;21:08;21:38;22:08
L-21,Can Bassa - Can Mònic,Avinguda Europa,"(41.594535999999998, 2.2848899999999999)",Laborable,Tornada Can Bassa,13,06:39;7:09;7:39;8:09;8:39;9:09;9:39;10:09;10:39;11:09;11:39;12:09;12:39;13:09;13:39;14:09;14:39;15:09;15:39;16:09;16:39;17:09;17:39;18:09;18:39;19:09;19:39;20:09;20:39;21:09;21:39;22:09
L-21,Can Bassa - Can Mònic,Camí Ral,"(41.591591000000001, 2.2837339999999999)",Laborable,Tornada Can Bassa,14,06:40;7:10;7:40;8:10;8:40;9:10;9:40;10:10;10:40;11:10;11:40;12:10;12:40;13:10;13:40;14:10;14:40;15:10;15:40;16:10;16:40;17:10;17:40;18:10;18:40;19:10;19:40;20:10;20:40;21:10;21:40;22:10
L-21,Can Bassa - Can Mònic,Palou,"(41.590341000000002, 2.2859099999999999)",Laborable,Tornada Can Bassa,15,06:41;7:11;7:41;8:11;8:41;9:11;9:41;10:11;10:41;11:11;11:41;12:11;12:41;13:11;13:41;14:11;14:41;15:11;15:41;16:11;16:41;17:11;17:41;18:11;18:41;19:11;19:41;20:11;20:41;21:11;21:41;22:11
L-21,Can Bassa - Can Mònic,Can Bassa,"(41.591242999999999, 2.2872889999999999)",Laborable,Tornada Can Bassa,16,06:45;7:15;7:45;8:15;8:45;9:15;9:45;10:15;10:45;11:15;11:45;12:15;12:45;13:15;13:45;14:15;14:45;15:15;15:45;16:15;16:45;17:15;17:45;18:15;18:45;19:15;19:45;20:15;20:45;21:15;21:45;22:15
L-22,Can Bassa - Bellavista,Can Bassa,"(41.591243, 2.287289)",Laborable,Anada Bellavista,1,06:45;7:15;7:45;8:15;8:45;9:15;9:45;10:15;10:45;11:15;11:45;12:15;12:45;13:15;13:45;14:15;14:45;15:15;15:45;16:15;16:45;17:15;17:45;18:15;18:45;19:15;19:45;20:15;20:45;21:15;21:45;22:15
L-22,Can Bassa - Bellavista,La Fàbrica,"(41.593908, 2.28594)",Laborable,Anada Bellavista,2,06:47;7:17;7:47;8:17;8:47;9:17;9:47;10:17;10:47;11:17;11:47;12:17;12:47;13:17;13:47;14:17;14:47;15:17;15:47;16:17;16:47;17:17;17:47;18:17;18:47;19:17;19:47;20:17;20:47;21:17;21:47;22:17
L-22,Can Bassa - Bellavista,L'Arbeca,"(41.596257, 2.286362)",Laborable,Anada Bellavista,3,06:48;7:18;7:48;8:18;8:48;9:18;9:48;10:18;10:48;11:18;11:48;12:18;12:48;13:18;13:48;14:18;14:48;15:18;15:48;16:18;16:48;17:18;17:48;18:18;18:48;19:18;19:48;20:18;20:48;21:18;21:48;22:18
L-22,Can Bassa - Bellavista,Palau d'Esports,"(41.599091, 2.286971)",Laborable,Anada Bellavista,4,06:49;7:19;7:49;8:19;8:49;9:19;9:49;10:19;10:49;11:19;11:49;12:19;12:49;13:19;13:49;14:19;14:49;15:19;15:49;16:19;16:49;17:19;17:49;18:19;18:49;19:19;19:49;20:19;20:49;21:19;21:49;22:19
L-22,Can Bassa - Bellavista,Colom,"(41.600094, 2.288086)",Laborable,Anada Bellavista,5,06:51;7:21;7:51;8:21;8:51;9:21;9:51;10:21;10:51;11:21;11:51;12:21;12:51;13:21;13:51;14:21;14:51;15:21;15:51;16:21;16:51;17:21;17:51;18:21;18:51;19:21;19:51;20:21;20:51;21:21;21:51;22:21
L-22,Can Bassa - Bellavista,Estació de França - Marquesina A,"(41.600031, 2.290673)",Laborable,Anada Bellavista,6,06:52;7:22;7:52;8:22;8:52;9:22;9:52;10:22;10:52;11:22;11:52;12:22;12:52;13:22;13:52;14:22;14:52;15:22;15:52;16:22;16:52;17:22;17:52;18:22;18:52;19:22;19:52;20:22;20:52;21:22;21:52;22:22
L-22,Can Bassa - Bellavista,Foment,"(41.60301, 2.29058)",Laborable,Anada Bellavista,7,06:53;7:23;7:53;8:23;8:53;9:23;9:53;10:23;10:53;11:23;11:53;12:23;12:53;13:23;13:53;14:23;14:53;15:23;15:53;16:23;16:53;17:23;17:53;18:23;18:53;19:23;19:53;20:23;20:53;21:23;21:53;22:23
L-22,Can Bassa - Bellavista,Centre - Estació Bus,"(41.607161, 2.290719)",Laborable,Anada Bellavista,8,06:54;7:24;7:54;8:24;8:54;9:24;9:54;10:24;10:54;11:24;11:54;12:24;12:54;13:24;13:54;14:24;14:54;15:24;15:54;16:24;16:54;17:24;17:54;18:24;18:54;19:24;19:54;20:24;20:54;21:24;21:54;22:24
L-22,Can Bassa - Bellavista,Enginyer,"(41.609826, 2.290716)",Laborable,Anada Bellavista,9,06:55;7:25;7:55;8:25;8:55;9:25;9:55;10:25;10:55;11:25;11:55;12:25;12:55;13:25;13:55;14:25;14:55;15:25;15:55;16:25;16:55;17:25;17:55;18:25;18:55;19:25;19:55;20:25;20:55;21:25;21:55;22:25
L-22,Can Bassa - Bellavista,Minetes,"(41.61281, 2.291641)",Laborable,Anada Bellavista,10,06:57;7:27;7:57;8:27;8:57;9:27;9:57;10:27;10:57;11:27;11:57;12:27;12:57;13:27;13:57;14:27;14:57;15:27;15:57;16:27;16:57;17:27;17:57;18:27;18:57;19:27;19:57;20:27;20:57;21:27;21:57;22:27
L-22,Can Bassa - Bellavista,Francesc Ribas,"(41.613627, 2.291923)",Laborable,Anada Bellavista,11,06:58;7:28;7:58;8:28;8:58;9:28;9:58;10:28;10:58;11:28;11:58;12:28;12:58;13:28;13:58;14:28;14:58;15:28;15:58;16:28;16:58;17:28;17:58;18:28;18:58;19:28;19:58;20:28;20:58;21:28;21:58;22:28
L-22,Can Bassa - Bellavista,Girona - CAP,"(41.618014, 2.29308)",Laborable,Anada Bellavista,12,06:59;7:29;7:59;8:29;8:59;9:29;9:59;10:29;10:59;11:29;11:59;12:29;12:59;13:29;13:59;14:29;14:59;15:29;15:59;16:29;16:59;17:29;17:59;18:29;18:59;19:29;19:59;20:29;20:59;21:29;21:59;22:29
